Aar;Mnd;Dag;Time;Ukedag;PrisOre
2020;6;3;9;3;8.71
2020;6;3;10;3;7.73
2020;6;3;11;3;5.86
2020;6;3;12;3;5.66
2020;6;3;13;3;5.51
2020;6;3;14;3;5.80
2020;6;3;15;3;5.53
2020;6;3;16;3;5.47
2020;6;3;17;3;5.39
2020;6;3;18;3;5.39
2020;6;3;19;3;5.45
2020;6;3;20;3;5.38
2020;6;3;21;3;4.76
2020;6;3;22;3;2.87
2020;6;3;23;3;1.91
2020;6;4;0;4;1.93
2020;6;4;1;4;1.89
2020;6;4;2;4;1.87
2020;6;4;3;4;1.87
2020;6;4;4;4;1.87
2020;6;4;5;4;1.90
2020;6;4;6;4;2.60
2020;6;4;7;4;4.49
2020;6;4;8;4;5.04
2020;6;4;9;4;5.11
2020;6;4;10;4;4.99
2020;6;4;11;4;4.79
2020;6;4;12;4;4.73
2020;6;4;13;4;4.80
2020;6;4;14;4;4.72
2020;6;4;15;4;4.16
2020;6;4;16;4;4.02
2020;6;4;17;4;3.75
2020;6;4;18;4;3.62
2020;6;4;19;4;3.51
2020;6;4;20;4;3.25
2020;6;4;21;4;3.05
2020;6;4;22;4;2.45
2020;6;4;23;4;2.06
2020;6;5;0;5;2.05
2020;6;5;1;5;1.60
2020;6;5;2;5;1.56
2020;6;5;3;5;1.54
2020;6;5;4;5;1.55
2020;6;5;5;5;1.53
2020;6;5;6;5;1.58
2020;6;5;7;5;3.02
2020;6;5;8;5;4.00
2020;6;5;9;5;4.52
2020;6;5;10;5;4.53
2020;6;5;11;5;3.50
2020;6;5;12;5;2.86
2020;6;5;13;5;1.99
2020;6;5;14;5;1.62
2020;6;5;15;5;2.11
2020;6;5;16;5;2.18
2020;6;5;17;5;4.73
2020;6;5;18;5;4.76
2020;6;5;19;5;4.77
2020;6;5;20;5;4.76
2020;6;5;21;5;4.62
2020;6;5;22;5;4.36
2020;6;5;23;5;3.73
2020;6;6;0;6;4.00
2020;6;6;1;6;2.60
2020;6;6;2;6;1.71
2020;6;6;3;6;1.64
2020;6;6;4;6;1.59
2020;6;6;5;6;1.59
2020;6;6;6;6;1.65
2020;6;6;7;6;1.75
2020;6;6;8;6;2.34
2020;6;6;9;6;3.09
2020;6;6;10;6;3.26
2020;6;6;11;6;3.17
2020;6;6;12;6;3.17
2020;6;6;13;6;2.98
2020;6;6;14;6;2.99
2020;6;6;15;6;3.51
2020;6;6;16;6;4.01
2020;6;6;17;6;4.35
2020;6;6;18;6;4.23
2020;6;6;19;6;4.07
2020;6;6;20;6;3.90
2020;6;6;21;6;3.46
2020;6;6;22;6;2.68
2020;6;6;23;6;2.03
2020;6;7;0;7;1.61
2020;6;7;1;7;1.62
2020;6;7;2;7;1.69
2020;6;7;3;7;1.72
2020;6;7;4;7;2.06
2020;6;7;5;7;2.53
2020;6;7;6;7;4.19
2020;6;7;7;7;4.81
2020;6;7;8;7;6.18
2020;6;7;9;7;7.43
2020;6;7;10;7;7.52
2020;6;7;11;7;8.68
2020;6;7;12;7;8.65
2020;6;7;13;7;8.85
2020;6;7;14;7;8.73
2020;6;7;15;7;8.79
2020;6;7;16;7;8.69
2020;6;7;17;7;7.47
2020;6;7;18;7;7.49
2020;6;7;19;7;7.50
2020;6;7;20;7;7.52
2020;6;7;21;7;7.47
2020;6;7;22;7;6.01
2020;6;7;23;7;4.95
2020;6;8;0;1;4.18
2020;6;8;1;1;4.09
2020;6;8;2;1;3.59
2020;6;8;3;1;3.34
2020;6;8;4;1;3.91
2020;6;8;5;1;4.06
2020;6;8;6;1;4.22
2020;6;8;7;1;10.65
2020;6;8;8;1;13.46
2020;6;8;9;1;13.47
2020;6;8;10;1;13.51
2020;6;8;11;1;13.47
2020;6;8;12;1;10.67
2020;6;8;13;1;9.11
2020;6;8;14;1;8.91
2020;6;8;15;1;8.68
2020;6;8;16;1;6.37
2020;6;8;17;1;7.35
2020;6;8;18;1;6.47
2020;6;8;19;1;6.50
2020;6;8;20;1;6.77
2020;6;8;21;1;5.76
2020;6;8;22;1;5.08
2020;6;8;23;1;4.41
2020;6;9;0;2;4.44
2020;6;9;1;2;4.21
2020;6;9;2;2;4.07
2020;6;9;3;2;4.00
2020;6;9;4;2;4.04
2020;6;9;5;2;4.16
2020;6;9;6;2;4.23
2020;6;9;7;2;5.57
2020;6;9;8;2;8.81
2020;6;9;9;2;7.44
2020;6;9;10;2;7.15
2020;6;9;11;2;5.88
2020;6;9;12;2;5.80
2020;6;9;13;2;5.76
2020;6;9;14;2;5.39
2020;6;9;15;2;4.18
2020;6;9;16;2;4.03
2020;6;9;17;2;3.83
2020;6;9;18;2;3.79
2020;6;9;19;2;3.88
2020;6;9;20;2;3.81
2020;6;9;21;2;3.77
2020;6;9;22;2;3.16
2020;6;9;23;2;3.00
2020;6;10;0;3;1.61
2020;6;10;1;3;1.57
2020;6;10;2;3;1.54
2020;6;10;3;3;1.53
2020;6;10;4;3;1.53
2020;6;10;5;3;1.61
2020;6;10;6;3;3.47
2020;6;10;7;3;4.14
2020;6;10;8;3;5.50
2020;6;10;9;3;5.50
2020;6;10;10;3;5.47
2020;6;10;11;3;5.05
2020;6;10;12;3;4.20
2020;6;10;13;3;4.17
2020;6;10;14;3;4.10
2020;6;10;15;3;3.94
2020;6;10;16;3;3.48
2020;6;10;17;3;3.18
2020;6;10;18;3;3.17
2020;6;10;19;3;3.42
2020;6;10;20;3;3.48
2020;6;10;21;3;3.16
2020;6;10;22;3;2.31
2020;6;10;23;3;1.57
2020;6;11;0;4;1.02
2020;6;11;1;4;0.89
2020;6;11;2;4;0.76
2020;6;11;3;4;0.72
2020;6;11;4;4;0.77
2020;6;11;5;4;1.50
2020;6;11;6;4;2.64
2020;6;11;7;4;4.45
2020;6;11;8;4;4.77
2020;6;11;9;4;4.84
2020;6;11;10;4;4.63
2020;6;11;11;4;4.31
2020;6;11;12;4;4.01
2020;6;11;13;4;3.60
2020;6;11;14;4;3.22
2020;6;11;15;4;3.12
2020;6;11;16;4;3.15
2020;6;11;17;4;3.12
2020;6;11;18;4;2.98
2020;6;11;19;4;2.88
2020;6;11;20;4;2.49
2020;6;11;21;4;2.19
2020;6;11;22;4;1.59
2020;6;11;23;4;1.53
2020;6;12;0;5;1.50
2020;6;12;1;5;1.30
2020;6;12;2;5;1.20
2020;6;12;3;5;1.11
2020;6;12;4;5;1.10
2020;6;12;5;5;1.25
2020;6;12;6;5;1.52
2020;6;12;7;5;1.59
2020;6;12;8;5;2.25
2020;6;12;9;5;3.02
2020;6;12;10;5;2.64
2020;6;12;11;5;2.39
2020;6;12;12;5;2.16
2020;6;12;13;5;2.01
2020;6;12;14;5;1.81
2020;6;12;15;5;1.62
2020;6;12;16;5;1.73
2020;6;12;17;5;2.12
2020;6;12;18;5;2.31
2020;6;12;19;5;1.94
2020;6;12;20;5;1.58
2020;6;12;21;5;1.52
2020;6;12;22;5;1.31
2020;6;12;23;5;1.22
2020;6;13;0;6;1.32
2020;6;13;1;6;1.05
2020;6;13;2;6;0.85
2020;6;13;3;6;0.54
2020;6;13;4;6;0.48
2020;6;13;5;6;0.86
2020;6;13;6;6;1.31
2020;6;13;7;6;1.78
2020;6;13;8;6;2.89
2020;6;13;9;6;3.05
2020;6;13;10;6;3.20
2020;6;13;11;6;3.21
2020;6;13;12;6;3.26
2020;6;13;13;6;3.32
2020;6;13;14;6;3.29
2020;6;13;15;6;3.46
2020;6;13;16;6;3.50
2020;6;13;17;6;3.54
2020;6;13;18;6;3.66
2020;6;13;19;6;3.76
2020;6;13;20;6;3.65
2020;6;13;21;6;3.62
2020;6;13;22;6;3.26
2020;6;13;23;6;2.83
2020;6;14;0;7;2.32
2020;6;14;1;7;1.60
2020;6;14;2;7;1.57
2020;6;14;3;7;1.56
2020;6;14;4;7;1.85
2020;6;14;5;7;2.18
2020;6;14;6;7;3.00
2020;6;14;7;7;4.85
2020;6;14;8;7;5.18
2020;6;14;9;7;4.43
2020;6;14;10;7;4.28
2020;6;14;11;7;4.17
2020;6;14;12;7;4.14
2020;6;14;13;7;4.94
2020;6;14;14;7;4.99
2020;6;14;15;7;4.23
2020;6;14;16;7;4.09
2020;6;14;17;7;4.22
2020;6;14;18;7;3.91
2020;6;14;19;7;3.91
2020;6;14;20;7;3.98
2020;6;14;21;7;3.91
2020;6;14;22;7;3.57
2020;6;14;23;7;3.13
2020;6;15;0;1;2.12
2020;6;15;1;1;2.08
2020;6;15;2;1;2.06
2020;6;15;3;1;2.05
2020;6;15;4;1;2.05
2020;6;15;5;1;2.08
2020;6;15;6;1;3.23
2020;6;15;7;1;3.99
2020;6;15;8;1;4.23
2020;6;15;9;1;4.20
2020;6;15;10;1;4.18
2020;6;15;11;1;4.03
2020;6;15;12;1;3.92
2020;6;15;13;1;3.80
2020;6;15;14;1;3.75
2020;6;15;15;1;3.64
2020;6;15;16;1;3.52
2020;6;15;17;1;3.49
2020;6;15;18;1;3.42
2020;6;15;19;1;3.37
2020;6;15;20;1;3.42
2020;6;15;21;1;3.38
2020;6;15;22;1;3.18
2020;6;15;23;1;2.68
2020;6;16;0;2;2.14
2020;6;16;1;2;2.05
2020;6;16;2;2;1.61
2020;6;16;3;2;1.60
2020;6;16;4;2;1.59
2020;6;16;5;2;1.61
2020;6;16;6;2;2.57
2020;6;16;7;2;2.95
2020;6;16;8;2;3.33
2020;6;16;9;2;3.95
2020;6;16;10;2;3.90
2020;6;16;11;2;3.16
2020;6;16;12;2;2.94
2020;6;16;13;2;2.92
2020;6;16;14;2;2.82
2020;6;16;15;2;2.76
2020;6;16;16;2;2.65
2020;6;16;17;2;2.71
2020;6;16;18;2;2.66
2020;6;16;19;2;2.66
2020;6;16;20;2;2.65
2020;6;16;21;2;2.63
2020;6;16;22;2;2.54
2020;6;16;23;2;2.42
2020;6;17;0;3;1.65
2020;6;17;1;3;1.61
2020;6;17;2;3;1.59
2020;6;17;3;3;1.58
2020;6;17;4;3;1.58
2020;6;17;5;3;1.60
2020;6;17;6;3;2.18
2020;6;17;7;3;2.62
2020;6;17;8;3;3.25
2020;6;17;9;3;3.04
2020;6;17;10;3;3.44
2020;6;17;11;3;2.85
2020;6;17;12;3;2.63
2020;6;17;13;3;2.57
2020;6;17;14;3;2.50
2020;6;17;15;3;2.42
2020;6;17;16;3;2.47
2020;6;17;17;3;2.39
2020;6;17;18;3;2.27
2020;6;17;19;3;2.25
2020;6;17;20;3;2.24
2020;6;17;21;3;2.18
2020;6;17;22;3;2.16
2020;6;17;23;3;2.12
2020;6;18;0;4;1.85
2020;6;18;1;4;1.77
2020;6;18;2;4;1.71
2020;6;18;3;4;1.70
2020;6;18;4;4;1.70
2020;6;18;5;4;1.84
2020;6;18;6;4;2.11
2020;6;18;7;4;2.86
2020;6;18;8;4;3.05
2020;6;18;9;4;3.09
2020;6;18;10;4;3.08
2020;6;18;11;4;3.03
2020;6;18;12;4;2.99
2020;6;18;13;4;2.95
2020;6;18;14;4;2.91
2020;6;18;15;4;2.44
2020;6;18;16;4;2.31
2020;6;18;17;4;2.33
2020;6;18;18;4;2.22
2020;6;18;19;4;2.18
2020;6;18;20;4;2.10
2020;6;18;21;4;1.96
2020;6;18;22;4;1.92
2020;6;18;23;4;1.88
2020;6;19;0;5;1.67
2020;6;19;1;5;1.56
2020;6;19;2;5;1.44
2020;6;19;3;5;1.34
2020;6;19;4;5;1.26
2020;6;19;5;5;1.44
2020;6;19;6;5;1.67
2020;6;19;7;5;1.70
2020;6;19;8;5;1.75
2020;6;19;9;5;1.79
2020;6;19;10;5;1.83
2020;6;19;11;5;1.83
2020;6;19;12;5;1.82
2020;6;19;13;5;1.82
2020;6;19;14;5;1.82
2020;6;19;15;5;1.84
2020;6;19;16;5;1.87
2020;6;19;17;5;1.91
2020;6;19;18;5;1.92
2020;6;19;19;5;1.92
2020;6;19;20;5;1.90
2020;6;19;21;5;1.86
2020;6;19;22;5;1.83
2020;6;19;23;5;1.79
2020;6;20;0;6;1.71
2020;6;20;1;6;1.69
2020;6;20;2;6;1.65
2020;6;20;3;6;1.63
2020;6;20;4;6;1.58
2020;6;20;5;6;1.62
2020;6;20;6;6;1.64
2020;6;20;7;6;1.65
2020;6;20;8;6;1.65
2020;6;20;9;6;1.67
2020;6;20;10;6;1.68
2020;6;20;11;6;1.68
2020;6;20;12;6;1.68
2020;6;20;13;6;1.68
2020;6;20;14;6;1.69
2020;6;20;15;6;1.70
2020;6;20;16;6;1.71
2020;6;20;17;6;1.72
2020;6;20;18;6;1.73
2020;6;20;19;6;1.75
2020;6;20;20;6;1.76
2020;6;20;21;6;1.75
2020;6;20;22;6;1.75
2020;6;20;23;6;1.71
2020;6;21;0;7;1.74
2020;6;21;1;7;1.71
2020;6;21;2;7;1.69
2020;6;21;3;7;1.69
2020;6;21;4;7;1.69
2020;6;21;5;7;1.72
2020;6;21;6;7;1.91
2020;6;21;7;7;4.06
2020;6;21;8;7;6.57
2020;6;21;9;7;5.34
2020;6;21;10;7;5.29
2020;6;21;11;7;4.86
2020;6;21;12;7;4.01
2020;6;21;13;7;4.02
2020;6;21;14;7;2.14
2020;6;21;15;7;2.16
2020;6;21;16;7;1.92
2020;6;21;17;7;1.89
2020;6;21;18;7;1.85
2020;6;21;19;7;1.87
2020;6;21;20;7;1.89
2020;6;21;21;7;2.16
2020;6;21;22;7;2.04
2020;6;21;23;7;1.89
2020;6;22;0;1;1.75
2020;6;22;1;1;1.68
2020;6;22;2;1;1.61
2020;6;22;3;1;1.61
2020;6;22;4;1;1.59
2020;6;22;5;1;1.59
2020;6;22;6;1;1.76
2020;6;22;7;1;1.81
2020;6;22;8;1;2.08
2020;6;22;9;1;2.15
2020;6;22;10;1;2.16
2020;6;22;11;1;2.14
2020;6;22;12;1;2.14
2020;6;22;13;1;2.14
2020;6;22;14;1;2.12
2020;6;22;15;1;2.07
2020;6;22;16;1;1.93
2020;6;22;17;1;1.85
2020;6;22;18;1;1.84
2020;6;22;19;1;1.82
2020;6;22;20;1;1.84
2020;6;22;21;1;1.87
2020;6;22;22;1;1.83
2020;6;22;23;1;1.78
2020;6;23;0;2;1.64
2020;6;23;1;2;1.61
2020;6;23;2;2;1.59
2020;6;23;3;2;1.59
2020;6;23;4;2;1.58
2020;6;23;5;2;1.58
2020;6;23;6;2;1.61
2020;6;23;7;2;1.68
2020;6;23;8;2;1.71
2020;6;23;9;2;1.87
2020;6;23;10;2;1.97
2020;6;23;11;2;1.94
2020;6;23;12;2;1.91
2020;6;23;13;2;1.90
2020;6;23;14;2;1.87
2020;6;23;15;2;1.84
2020;6;23;16;2;1.81
2020;6;23;17;2;1.73
2020;6;23;18;2;1.70
2020;6;23;19;2;1.71
2020;6;23;20;2;1.71
2020;6;23;21;2;1.68
2020;6;23;22;2;1.64
2020;6;23;23;2;1.61
2020;6;24;0;3;1.61
2020;6;24;1;3;1.58
2020;6;24;2;3;1.55
2020;6;24;3;3;1.54
2020;6;24;4;3;1.54
2020;6;24;5;3;1.57
2020;6;24;6;3;1.64
2020;6;24;7;3;1.76
2020;6;24;8;3;1.92
2020;6;24;9;3;1.92
2020;6;24;10;3;1.92
2020;6;24;11;3;1.88
2020;6;24;12;3;1.83
2020;6;24;13;3;1.93
2020;6;24;14;3;1.90
2020;6;24;15;3;1.76
2020;6;24;16;3;1.71
2020;6;24;17;3;1.70
2020;6;24;18;3;1.69
2020;6;24;19;3;1.69
2020;6;24;20;3;1.68
2020;6;24;21;3;1.68
2020;6;24;22;3;1.63
2020;6;24;23;3;1.70
2020;6;25;0;4;3.13
2020;6;25;1;4;2.74
2020;6;25;2;4;2.34
2020;6;25;3;4;1.94
2020;6;25;4;4;1.71
2020;6;25;5;4;1.77
2020;6;25;6;4;2.33
2020;6;25;7;4;3.14
2020;6;25;8;4;3.19
2020;6;25;9;4;3.21
2020;6;25;10;4;3.21
2020;6;25;11;4;3.13
2020;6;25;12;4;3.13
2020;6;25;13;4;3.13
2020;6;25;14;4;2.86
2020;6;25;15;4;3.16
2020;6;25;16;4;3.12
2020;6;25;17;4;2.89
2020;6;25;18;4;3.13
2020;6;25;19;4;3.19
2020;6;25;20;4;3.20
2020;6;25;21;4;3.18
2020;6;25;22;4;3.15
2020;6;25;23;4;3.15
2020;6;26;0;5;3.00
2020;6;26;1;5;2.90
2020;6;26;2;5;2.80
2020;6;26;3;5;2.66
2020;6;26;4;5;2.63
2020;6;26;5;5;2.64
2020;6;26;6;5;2.82
2020;6;26;7;5;2.86
2020;6;26;8;5;3.00
2020;6;26;9;5;3.04
2020;6;26;10;5;3.05
2020;6;26;11;5;3.04
2020;6;26;12;5;2.89
2020;6;26;13;5;2.89
2020;6;26;14;5;2.86
2020;6;26;15;5;2.84
2020;6;26;16;5;2.84
2020;6;26;17;5;2.84
2020;6;26;18;5;2.87
2020;6;26;19;5;2.87
2020;6;26;20;5;2.83
2020;6;26;21;5;2.65
2020;6;26;22;5;2.36
2020;6;26;23;5;1.99
2020;6;27;0;6;2.44
2020;6;27;1;6;2.13
2020;6;27;2;6;1.64
2020;6;27;3;6;1.60
2020;6;27;4;6;1.58
2020;6;27;5;6;1.58
2020;6;27;6;6;1.59
2020;6;27;7;6;1.59
2020;6;27;8;6;1.64
2020;6;27;9;6;2.15
2020;6;27;10;6;2.03
2020;6;27;11;6;2.11
2020;6;27;12;6;2.17
2020;6;27;13;6;2.39
2020;6;27;14;6;2.43
2020;6;27;15;6;2.39
2020;6;27;16;6;2.40
2020;6;27;17;6;2.73
2020;6;27;18;6;2.46
2020;6;27;19;6;2.77
2020;6;27;20;6;2.89
2020;6;27;21;6;2.93
2020;6;27;22;6;2.94
2020;6;27;23;6;2.97
2020;6;28;0;7;2.83
2020;6;28;1;7;2.80
2020;6;28;2;7;2.84
2020;6;28;3;7;2.84
2020;6;28;4;7;2.80
2020;6;28;5;7;2.88
2020;6;28;6;7;1.88
2020;6;28;7;7;2.54
2020;6;28;8;7;2.83
2020;6;28;9;7;2.93
2020;6;28;10;7;2.91
2020;6;28;11;7;2.92
2020;6;28;12;7;2.68
2020;6;28;13;7;2.64
2020;6;28;14;7;2.59
2020;6;28;15;7;2.56
2020;6;28;16;7;2.55
2020;6;28;17;7;2.47
2020;6;28;18;7;2.54
2020;6;28;19;7;2.37
2020;6;28;20;7;2.33
2020;6;28;21;7;2.28
2020;6;28;22;7;2.10
2020;6;28;23;7;1.76
2020;6;29;0;1;1.61
2020;6;29;1;1;1.58
2020;6;29;2;1;1.56
2020;6;29;3;1;1.55
2020;6;29;4;1;1.55
2020;6;29;5;1;1.57
2020;6;29;6;1;1.65
2020;6;29;7;1;2.17
2020;6;29;8;1;1.98
2020;6;29;9;1;2.42
2020;6;29;10;1;2.15
2020;6;29;11;1;1.90
2020;6;29;12;1;1.88
2020;6;29;13;1;1.69
2020;6;29;14;1;1.79
2020;6;29;15;1;1.69
2020;6;29;16;1;1.67
2020;6;29;17;1;1.65
2020;6;29;18;1;1.62
2020;6;29;19;1;1.58
2020;6;29;20;1;1.58
2020;6;29;21;1;1.57
2020;6;29;22;1;1.56
2020;6;29;23;1;1.58
2020;6;30;0;2;1.02
2020;6;30;1;2;0.64
2020;6;30;2;2;0.49
2020;6;30;3;2;0.49
2020;6;30;4;2;0.63
2020;6;30;5;2;1.46
2020;6;30;6;2;1.88
2020;6;30;7;2;2.17
2020;6;30;8;2;2.22
2020;6;30;9;2;2.48
2020;6;30;10;2;2.61
2020;6;30;11;2;2.48
2020;6;30;12;2;2.42
2020;6;30;13;2;2.45
2020;6;30;14;2;2.36
2020;6;30;15;2;2.33
2020;6;30;16;2;2.28
2020;6;30;17;2;2.45
2020;6;30;18;2;2.25
2020;6;30;19;2;2.31
2020;6;30;20;2;2.59
2020;6;30;21;2;2.57
2020;6;30;22;2;2.50
2020;6;30;23;2;2.25
2020;7;1;0;3;2.31
2020;7;1;1;3;2.24
2020;7;1;2;3;2.19
2020;7;1;3;3;2.17
2020;7;1;4;3;2.17
2020;7;1;5;3;2.24
2020;7;1;6;3;2.63
2020;7;1;7;3;2.89
2020;7;1;8;3;3.07
2020;7;1;9;3;3.09
2020;7;1;10;3;3.07
2020;7;1;11;3;3.04
2020;7;1;12;3;2.93
2020;7;1;13;3;2.99
2020;7;1;14;3;3.08
2020;7;1;15;3;2.95
2020;7;1;16;3;2.93
2020;7;1;17;3;2.69
2020;7;1;18;3;2.61
2020;7;1;19;3;2.59
2020;7;1;20;3;2.62
2020;7;1;21;3;2.53
2020;7;1;22;3;2.62
2020;7;1;23;3;2.35
2020;7;2;0;4;2.04
2020;7;2;1;4;1.89
2020;7;2;2;4;1.78
2020;7;2;3;4;1.73
2020;7;2;4;4;1.74
2020;7;2;5;4;1.85
2020;7;2;6;4;2.34
2020;7;2;7;4;2.56
2020;7;2;8;4;2.68
2020;7;2;9;4;3.07
2020;7;2;10;4;3.12
2020;7;2;11;4;3.03
2020;7;2;12;4;2.87
2020;7;2;13;4;2.83
2020;7;2;14;4;2.65
2020;7;2;15;4;2.57
2020;7;2;16;4;2.51
2020;7;2;17;4;4.38
2020;7;2;18;4;4.29
2020;7;2;19;4;4.12
2020;7;2;20;4;4.04
2020;7;2;21;4;3.65
2020;7;2;22;4;3.16
2020;7;2;23;4;2.56
2020;7;3;0;5;2.31
2020;7;3;1;5;1.48
2020;7;3;2;5;1.30
2020;7;3;3;5;1.15
2020;7;3;4;5;1.01
2020;7;3;5;5;1.18
2020;7;3;6;5;1.50
2020;7;3;7;5;1.65
2020;7;3;8;5;2.85
2020;7;3;9;5;2.59
2020;7;3;10;5;1.58
2020;7;3;11;5;1.55
2020;7;3;12;5;1.56
2020;7;3;13;5;1.55
2020;7;3;14;5;1.53
2020;7;3;15;5;1.96
2020;7;3;16;5;4.59
2020;7;3;17;5;4.66
2020;7;3;18;5;3.73
2020;7;3;19;5;3.67
2020;7;3;20;5;3.52
2020;7;3;21;5;3.45
2020;7;3;22;5;3.42
2020;7;3;23;5;3.26
2020;7;4;0;6;3.40
2020;7;4;1;6;1.49
2020;7;4;2;6;0.95
2020;7;4;3;6;0.46
2020;7;4;4;6;0.37
2020;7;4;5;6;0.45
2020;7;4;6;6;0.71
2020;7;4;7;6;1.06
2020;7;4;8;6;1.42
2020;7;4;9;6;1.55
2020;7;4;10;6;1.57
2020;7;4;11;6;1.55
2020;7;4;12;6;1.45
2020;7;4;13;6;1.13
2020;7;4;14;6;1.00
2020;7;4;15;6;0.82
2020;7;4;16;6;0.67
2020;7;4;17;6;0.92
2020;7;4;18;6;1.16
2020;7;4;19;6;1.41
2020;7;4;20;6;1.48
2020;7;4;21;6;1.46
2020;7;4;22;6;1.44
2020;7;4;23;6;1.30
2020;7;5;0;7;0.14
2020;7;5;1;7;0.05
2020;7;5;2;7;0.00
2020;7;5;3;7;0.01
2020;7;5;4;7;1.46
2020;7;5;5;7;1.49
2020;7;5;6;7;1.53
2020;7;5;7;7;1.59
2020;7;5;8;7;2.64
2020;7;5;9;7;2.54
2020;7;5;10;7;1.60
2020;7;5;11;7;1.57
2020;7;5;12;7;1.56
2020;7;5;13;7;1.55
2020;7;5;14;7;1.55
2020;7;5;15;7;1.54
2020;7;5;16;7;1.53
2020;7;5;17;7;1.58
2020;7;5;18;7;1.60
2020;7;5;19;7;1.60
2020;7;5;20;7;1.60
2020;7;5;21;7;1.61
2020;7;5;22;7;1.62
2020;7;5;23;7;1.52
2020;7;6;0;1;1.53
2020;7;6;1;1;1.53
2020;7;6;2;1;1.52
2020;7;6;3;1;1.52
2020;7;6;4;1;1.53
2020;7;6;5;1;1.54
2020;7;6;6;1;2.35
2020;7;6;7;1;2.36
2020;7;6;8;1;2.64
2020;7;6;9;1;2.68
2020;7;6;10;1;2.71
2020;7;6;11;1;2.69
2020;7;6;12;1;2.63
2020;7;6;13;1;2.58
2020;7;6;14;1;2.43
2020;7;6;15;1;2.35
2020;7;6;16;1;2.32
2020;7;6;17;1;2.30
2020;7;6;18;1;2.30
2020;7;6;19;1;2.32
2020;7;6;20;1;2.35
2020;7;6;21;1;2.34
2020;7;6;22;1;2.30
2020;7;6;23;1;2.19
2020;7;7;0;2;1.74
2020;7;7;1;2;1.64
2020;7;7;2;2;1.61
2020;7;7;3;2;1.60
2020;7;7;4;2;1.60
2020;7;7;5;2;1.60
2020;7;7;6;2;2.08
2020;7;7;7;2;2.49
2020;7;7;8;2;2.57
2020;7;7;9;2;3.00
2020;7;7;10;2;3.03
2020;7;7;11;2;3.09
2020;7;7;12;2;2.76
2020;7;7;13;2;2.55
2020;7;7;14;2;2.49
2020;7;7;15;2;2.35
2020;7;7;16;2;2.22
2020;7;7;17;2;2.02
2020;7;7;18;2;1.75
2020;7;7;19;2;1.68
2020;7;7;20;2;1.62
2020;7;7;21;2;1.60
2020;7;7;22;2;1.59
2020;7;7;23;2;1.57
2020;7;8;0;3;1.58
2020;7;8;1;3;1.57
2020;7;8;2;3;1.56
2020;7;8;3;3;1.56
2020;7;8;4;3;1.55
2020;7;8;5;3;1.56
2020;7;8;6;3;1.58
2020;7;8;7;3;1.60
2020;7;8;8;3;1.78
2020;7;8;9;3;2.05
2020;7;8;10;3;2.65
2020;7;8;11;3;2.70
2020;7;8;12;3;2.70
2020;7;8;13;3;2.69
2020;7;8;14;3;2.69
2020;7;8;15;3;2.66
2020;7;8;16;3;2.71
2020;7;8;17;3;2.72
2020;7;8;18;3;2.73
2020;7;8;19;3;2.94
2020;7;8;20;3;2.98
2020;7;8;21;3;2.95
2020;7;8;22;3;2.90
2020;7;8;23;3;2.75
2020;7;9;0;4;2.64
2020;7;9;1;4;2.58
2020;7;9;2;4;2.55
2020;7;9;3;4;2.54
2020;7;9;4;4;2.54
2020;7;9;5;4;2.57
2020;7;9;6;4;2.68
2020;7;9;7;4;2.82
2020;7;9;8;4;3.02
2020;7;9;9;4;3.08
2020;7;9;10;4;3.08
2020;7;9;11;4;3.11
2020;7;9;12;4;3.11
2020;7;9;13;4;3.11
2020;7;9;14;4;3.14
2020;7;9;15;4;3.16
2020;7;9;16;4;3.14
2020;7;9;17;4;3.12
2020;7;9;18;4;3.14
2020;7;9;19;4;3.14
2020;7;9;20;4;3.09
2020;7;9;21;4;3.04
2020;7;9;22;4;3.03
2020;7;9;23;4;2.86
2020;7;10;0;5;2.82
2020;7;10;1;5;2.63
2020;7;10;2;5;2.28
2020;7;10;3;5;2.07
2020;7;10;4;5;1.90
2020;7;10;5;5;1.84
2020;7;10;6;5;1.84
2020;7;10;7;5;1.82
2020;7;10;8;5;1.88
2020;7;10;9;5;2.05
2020;7;10;10;5;2.05
2020;7;10;11;5;1.98
2020;7;10;12;5;1.87
2020;7;10;13;5;1.79
2020;7;10;14;5;1.79
2020;7;10;15;5;1.77
2020;7;10;16;5;1.78
2020;7;10;17;5;1.78
2020;7;10;18;5;1.79
2020;7;10;19;5;1.82
2020;7;10;20;5;1.81
2020;7;10;21;5;1.79
2020;7;10;22;5;1.77
2020;7;10;23;5;1.76
2020;7;11;0;6;1.74
2020;7;11;1;6;1.71
2020;7;11;2;6;1.68
2020;7;11;3;6;1.63
2020;7;11;4;6;1.61
2020;7;11;5;6;1.61
2020;7;11;6;6;1.63
2020;7;11;7;6;1.70
2020;7;11;8;6;1.68
2020;7;11;9;6;1.78
2020;7;11;10;6;1.93
2020;7;11;11;6;2.58
2020;7;11;12;6;2.95
2020;7;11;13;6;3.07
2020;7;11;14;6;3.31
2020;7;11;15;6;3.40
2020;7;11;16;6;3.43
2020;7;11;17;6;3.44
2020;7;11;18;6;3.45
2020;7;11;19;6;3.48
2020;7;11;20;6;3.48
2020;7;11;21;6;3.47
2020;7;11;22;6;3.48
2020;7;11;23;6;3.49
2020;7;12;0;7;3.67
2020;7;12;1;7;3.60
2020;7;12;2;7;3.56
2020;7;12;3;7;3.52
