Production;Consumption;F_Aar;F_Mnd;F_Dag;F_Time
16935;16151;2020;1;1;0
16713;15787;2020;1;1;1
16106;15532;2020;1;1;2
15084;15427;2020;1;1;3
14149;15321;2020;1;1;4
12643;15248;2020;1;1;5
12146;15454;2020;1;1;6
12339;15880;2020;1;1;7
13142;16241;2020;1;1;8
13226;16472;2020;1;1;9
13660;16792;2020;1;1;10
14433;17192;2020;1;1;11
15098;17296;2020;1;1;12
15359;17367;2020;1;1;13
15893;17582;2020;1;1;14
16628;17963;2020;1;1;15
17393;18086;2020;1;1;16
17803;17908;2020;1;1;17
17636;17645;2020;1;1;18
17210;17545;2020;1;1;19
16253;17217;2020;1;1;20
15617;16828;2020;1;1;21
14002;16420;2020;1;1;22
13278;15878;2020;1;1;23
12123;15343;2020;1;2;0
11541;15166;2020;1;2;1
11761;15152;2020;1;2;2
11611;15136;2020;1;2;3
11819;15137;2020;1;2;4
12853;15580;2020;1;2;5
14548;16654;2020;1;2;6
15374;17795;2020;1;2;7
16180;18280;2020;1;2;8
16212;18311;2020;1;2;9
16508;18386;2020;1;2;10
16551;18232;2020;1;2;11
16585;18188;2020;1;2;12
16656;18236;2020;1;2;13
16816;18374;2020;1;2;14
17190;18569;2020;1;2;15
17566;18818;2020;1;2;16
17169;18418;2020;1;2;17
16845;18222;2020;1;2;18
16025;17935;2020;1;2;19
14778;17417;2020;1;2;20
14059;17111;2020;1;2;21
13111;16614;2020;1;2;22
12082;16055;2020;1;2;23
11832;15564;2020;1;3;0
11568;15279;2020;1;3;1
11005;14988;2020;1;3;2
10415;14916;2020;1;3;3
10233;15022;2020;1;3;4
11003;15586;2020;1;3;5
13164;16485;2020;1;3;6
14936;17886;2020;1;3;7
16637;18717;2020;1;3;8
17266;18779;2020;1;3;9
17869;18962;2020;1;3;10
18423;18925;2020;1;3;11
18525;18971;2020;1;3;12
18351;18917;2020;1;3;13
18434;19079;2020;1;3;14
18821;19292;2020;1;3;15
18982;19541;2020;1;3;16
18967;19680;2020;1;3;17
18303;19427;2020;1;3;18
17489;19170;2020;1;3;19
16008;18868;2020;1;3;20
14881;18557;2020;1;3;21
13890;17897;2020;1;3;22
13195;17430;2020;1;3;23
12962;16964;2020;1;4;0
12741;16732;2020;1;4;1
12745;16678;2020;1;4;2
12360;16500;2020;1;4;3
12228;16582;2020;1;4;4
12090;16648;2020;1;4;5
12159;16948;2020;1;4;6
13135;17466;2020;1;4;7
14231;18041;2020;1;4;8
15098;18633;2020;1;4;9
15358;18926;2020;1;4;10
15095;18970;2020;1;4;11
15013;18825;2020;1;4;12
14996;18906;2020;1;4;13
15096;18663;2020;1;4;14
15728;19030;2020;1;4;15
16733;19458;2020;1;4;16
17147;19778;2020;1;4;17
17723;19656;2020;1;4;18
17694;19329;2020;1;4;19
17535;18747;2020;1;4;20
17390;18106;2020;1;4;21
17294;17952;2020;1;4;22
17228;17808;2020;1;4;23
17648;17428;2020;1;5;0
16938;17021;2020;1;5;1
16231;16722;2020;1;5;2
15755;16541;2020;1;5;3
15716;16647;2020;1;5;4
15783;16626;2020;1;5;5
16588;16703;2020;1;5;6
17739;17069;2020;1;5;7
18727;17436;2020;1;5;8
19915;18050;2020;1;5;9
20094;18620;2020;1;5;10
19494;18855;2020;1;5;11
19398;18819;2020;1;5;12
19139;18807;2020;1;5;13
19025;18715;2020;1;5;14
19173;18854;2020;1;5;15
19556;19213;2020;1;5;16
19752;19085;2020;1;5;17
19182;18704;2020;1;5;18
18454;18340;2020;1;5;19
17114;18075;2020;1;5;20
16705;18101;2020;1;5;21
16027;17549;2020;1;5;22
15131;17032;2020;1;5;23
14468;16337;2020;1;6;0
14077;15907;2020;1;6;1
14084;15693;2020;1;6;2
13581;15700;2020;1;6;3
13876;15796;2020;1;6;4
15345;16177;2020;1;6;5
17429;17606;2020;1;6;6
18892;18990;2020;1;6;7
19411;19559;2020;1;6;8
19720;19555;2020;1;6;9
19922;19025;2020;1;6;10
20216;18898;2020;1;6;11
20034;18674;2020;1;6;12
19991;18657;2020;1;6;13
20186;18843;2020;1;6;14
20803;19042;2020;1;6;15
21522;19308;2020;1;6;16
21583;19155;2020;1;6;17
21052;18839;2020;1;6;18
20228;18492;2020;1;6;19
19102;18161;2020;1;6;20
18462;17870;2020;1;6;21
17290;17494;2020;1;6;22
15899;16775;2020;1;6;23
14426;16170;2020;1;7;0
13897;15658;2020;1;7;1
13805;15359;2020;1;7;2
13611;15104;2020;1;7;3
14167;15141;2020;1;7;4
16086;15633;2020;1;7;5
18064;17174;2020;1;7;6
20328;18472;2020;1;7;7
21052;18984;2020;1;7;8
20878;18856;2020;1;7;9
21078;19023;2020;1;7;10
20902;18734;2020;1;7;11
20966;18581;2020;1;7;12
21249;18753;2020;1;7;13
21336;18900;2020;1;7;14
21362;19167;2020;1;7;15
21131;19476;2020;1;7;16
20397;19156;2020;1;7;17
19370;18899;2020;1;7;18
17836;18563;2020;1;7;19
16300;18400;2020;1;7;20
15047;17937;2020;1;7;21
13932;17167;2020;1;7;22
12990;16321;2020;1;7;23
11469;15656;2020;1;8;0
11235;15247;2020;1;8;1
10743;15037;2020;1;8;2
10699;15100;2020;1;8;3
10394;14915;2020;1;8;4
11785;15253;2020;1;8;5
14191;16576;2020;1;8;6
16382;18004;2020;1;8;7
17144;18460;2020;1;8;8
17270;18497;2020;1;8;9
17349;18283;2020;1;8;10
17279;18075;2020;1;8;11
17240;18089;2020;1;8;12
17534;18075;2020;1;8;13
18119;18494;2020;1;8;14
19080;18973;2020;1;8;15
20382;19624;2020;1;8;16
20117;19229;2020;1;8;17
19832;18856;2020;1;8;18
19426;18839;2020;1;8;19
18851;18734;2020;1;8;20
18408;18464;2020;1;8;21
17312;17899;2020;1;8;22
16109;17149;2020;1;8;23
15449;16725;2020;1;9;0
14893;16053;2020;1;9;1
14804;15869;2020;1;9;2
15007;15902;2020;1;9;3
16066;16156;2020;1;9;4
17636;16591;2020;1;9;5
19484;18021;2020;1;9;6
21675;19561;2020;1;9;7
22979;19896;2020;1;9;8
22869;19897;2020;1;9;9
22849;20082;2020;1;9;10
22616;20005;2020;1;9;11
22122;19562;2020;1;9;12
22082;19477;2020;1;9;13
22701;19752;2020;1;9;14
23376;20101;2020;1;9;15
23347;20321;2020;1;9;16
23207;20082;2020;1;9;17
23123;19761;2020;1;9;18
22525;19553;2020;1;9;19
21013;19225;2020;1;9;20
20698;18931;2020;1;9;21
19833;18209;2020;1;9;22
18512;17548;2020;1;9;23
17216;17139;2020;1;10;0
16755;16768;2020;1;10;1
16161;16488;2020;1;10;2
16656;16612;2020;1;10;3
17411;16752;2020;1;10;4
19081;17145;2020;1;10;5
21481;18568;2020;1;10;6
23522;20261;2020;1;10;7
24242;20903;2020;1;10;8
24189;20925;2020;1;10;9
24247;20646;2020;1;10;10
23953;20357;2020;1;10;11
23720;20100;2020;1;10;12
22920;19870;2020;1;10;13
22782;19814;2020;1;10;14
23216;19983;2020;1;10;15
23566;20488;2020;1;10;16
23572;20662;2020;1;10;17
23170;20405;2020;1;10;18
23162;20136;2020;1;10;19
21911;19554;2020;1;10;20
21295;19033;2020;1;10;21
20049;18749;2020;1;10;22
18832;18225;2020;1;10;23
18591;17696;2020;1;11;0
18099;17415;2020;1;11;1
17402;17225;2020;1;11;2
16363;17037;2020;1;11;3
15741;16929;2020;1;11;4
15302;16837;2020;1;11;5
15517;16988;2020;1;11;6
16148;17308;2020;1;11;7
16536;17808;2020;1;11;8
16653;18417;2020;1;11;9
17152;18645;2020;1;11;10
16744;18681;2020;1;11;11
15962;18515;2020;1;11;12
15585;18426;2020;1;11;13
15363;18397;2020;1;11;14
16087;18439;2020;1;11;15
16598;18574;2020;1;11;16
16801;18551;2020;1;11;17
16234;18225;2020;1;11;18
15255;17750;2020;1;11;19
14302;17246;2020;1;11;20
13521;16932;2020;1;11;21
12825;16477;2020;1;11;22
11708;15974;2020;1;11;23
11498;15483;2020;1;12;0
11262;15293;2020;1;12;1
11104;15144;2020;1;12;2
10998;15309;2020;1;12;3
10742;15423;2020;1;12;4
10606;15399;2020;1;12;5
11208;15532;2020;1;12;6
11955;15852;2020;1;12;7
13622;16642;2020;1;12;8
14314;17013;2020;1;12;9
14763;17520;2020;1;12;10
15068;17677;2020;1;12;11
15211;17544;2020;1;12;12
15197;17550;2020;1;12;13
15643;17793;2020;1;12;14
16918;18252;2020;1;12;15
18131;18761;2020;1;12;16
19638;18959;2020;1;12;17
19690;18830;2020;1;12;18
19143;18686;2020;1;12;19
17997;18566;2020;1;12;20
16893;18109;2020;1;12;21
16207;17704;2020;1;12;22
14886;16973;2020;1;12;23
13926;16726;2020;1;13;0
13880;16206;2020;1;13;1
14040;16164;2020;1;13;2
14351;16135;2020;1;13;3
15180;16419;2020;1;13;4
17229;16841;2020;1;13;5
20386;18238;2020;1;13;6
22913;19790;2020;1;13;7
23385;20225;2020;1;13;8
23384;20248;2020;1;13;9
23585;20236;2020;1;13;10
23110;19929;2020;1;13;11
22647;19631;2020;1;13;12
22477;19418;2020;1;13;13
22736;19615;2020;1;13;14
23184;20037;2020;1;13;15
23366;20348;2020;1;13;16
23257;20241;2020;1;13;17
22634;19918;2020;1;13;18
21289;19620;2020;1;13;19
19466;19422;2020;1;13;20
17802;18838;2020;1;13;21
16450;18300;2020;1;13;22
14559;17345;2020;1;13;23
13108;16978;2020;1;14;0
11760;16613;2020;1;14;1
11377;16340;2020;1;14;2
11070;16112;2020;1;14;3
11556;16349;2020;1;14;4
12769;16850;2020;1;14;5
15934;18018;2020;1;14;6
18448;19199;2020;1;14;7
19166;19547;2020;1;14;8
18834;19293;2020;1;14;9
18961;19212;2020;1;14;10
18430;18909;2020;1;14;11
18238;18891;2020;1;14;12
18281;18723;2020;1;14;13
18408;18796;2020;1;14;14
19673;19276;2020;1;14;15
20824;19773;2020;1;14;16
21336;19703;2020;1;14;17
20286;19264;2020;1;14;18
18297;19011;2020;1;14;19
16690;18833;2020;1;14;20
14943;18400;2020;1;14;21
13629;17731;2020;1;14;22
12605;17068;2020;1;14;23
12595;16537;2020;1;15;0
11851;15888;2020;1;15;1
11664;15868;2020;1;15;2
11499;15731;2020;1;15;3
11244;15759;2020;1;15;4
12329;16272;2020;1;15;5
15392;17538;2020;1;15;6
18563;19027;2020;1;15;7
19746;19343;2020;1;15;8
19936;19216;2020;1;15;9
20099;19154;2020;1;15;10
18916;18753;2020;1;15;11
19205;18740;2020;1;15;12
19405;18667;2020;1;15;13
19670;18998;2020;1;15;14
20342;19144;2020;1;15;15
21550;19729;2020;1;15;16
21980;19691;2020;1;15;17
20984;19309;2020;1;15;18
19953;19097;2020;1;15;19
18755;18837;2020;1;15;20
17566;18491;2020;1;15;21
15758;17820;2020;1;15;22
14127;16871;2020;1;15;23
13890;16075;2020;1;16;0
13508;15859;2020;1;16;1
13527;15588;2020;1;16;2
13543;15496;2020;1;16;3
14322;15741;2020;1;16;4
15452;16235;2020;1;16;5
17958;17382;2020;1;16;6
20532;18772;2020;1;16;7
21240;19099;2020;1;16;8
21083;18970;2020;1;16;9
20776;18744;2020;1;16;10
20957;18632;2020;1;16;11
20844;18362;2020;1;16;12
20906;18273;2020;1;16;13
20826;18335;2020;1;16;14
21176;18603;2020;1;16;15
21784;19004;2020;1;16;16
22146;19028;2020;1;16;17
22024;18877;2020;1;16;18
21184;18695;2020;1;16;19
19760;18378;2020;1;16;20
18577;18038;2020;1;16;21
17076;17640;2020;1;16;22
15423;16746;2020;1;16;23
14246;16090;2020;1;17;0
13794;15802;2020;1;17;1
13535;15586;2020;1;17;2
13612;15441;2020;1;17;3
14528;15572;2020;1;17;4
15503;16093;2020;1;17;5
17575;17318;2020;1;17;6
20090;18562;2020;1;17;7
21152;19091;2020;1;17;8
21026;18836;2020;1;17;9
21336;19209;2020;1;17;10
21100;18844;2020;1;17;11
20842;18778;2020;1;17;12
20635;18558;2020;1;17;13
21137;18623;2020;1;17;14
21645;18614;2020;1;17;15
22455;18836;2020;1;17;16
22761;18914;2020;1;17;17
22211;18646;2020;1;17;18
21336;18270;2020;1;17;19
19875;17724;2020;1;17;20
18723;17025;2020;1;17;21
17878;16544;2020;1;17;22
16408;16087;2020;1;17;23
14845;15874;2020;1;18;0
14912;15488;2020;1;18;1
13868;15339;2020;1;18;2
14083;15210;2020;1;18;3
14064;15210;2020;1;18;4
14029;15326;2020;1;18;5
14340;15750;2020;1;18;6
15346;16170;2020;1;18;7
16374;16816;2020;1;18;8
17434;17499;2020;1;18;9
17688;17767;2020;1;18;10
17851;17838;2020;1;18;11
17857;17690;2020;1;18;12
17684;17568;2020;1;18;13
17938;17567;2020;1;18;14
18517;17736;2020;1;18;15
19702;18312;2020;1;18;16
20313;18506;2020;1;18;17
19752;18254;2020;1;18;18
18863;18098;2020;1;18;19
17786;17692;2020;1;18;20
17154;17319;2020;1;18;21
16981;16983;2020;1;18;22
16456;16741;2020;1;18;23
15567;16461;2020;1;19;0
15094;16147;2020;1;19;1
14703;15959;2020;1;19;2
14534;15936;2020;1;19;3
14531;15947;2020;1;19;4
14408;15987;2020;1;19;5
15279;16288;2020;1;19;6
15587;16681;2020;1;19;7
16317;17271;2020;1;19;8
17276;17846;2020;1;19;9
17886;18159;2020;1;19;10
18008;18050;2020;1;19;11
17744;17885;2020;1;19;12
17654;17866;2020;1;19;13
18135;18007;2020;1;19;14
19269;18329;2020;1;19;15
20376;18703;2020;1;19;16
21064;18921;2020;1;19;17
21088;18713;2020;1;19;18
20555;18382;2020;1;19;19
19947;18347;2020;1;19;20
19849;18347;2020;1;19;21
18635;17671;2020;1;19;22
17649;16994;2020;1;19;23
16899;16414;2020;1;20;0
16416;16081;2020;1;20;1
16026;15936;2020;1;20;2
15777;15893;2020;1;20;3
16264;15992;2020;1;20;4
16753;16395;2020;1;20;5
17902;17626;2020;1;20;6
20133;19036;2020;1;20;7
20580;19495;2020;1;20;8
20509;19300;2020;1;20;9
20620;19124;2020;1;20;10
20371;19075;2020;1;20;11
19853;18812;2020;1;20;12
19459;18538;2020;1;20;13
19071;18470;2020;1;20;14
19286;18635;2020;1;20;15
19653;18785;2020;1;20;16
19767;18800;2020;1;20;17
18944;18515;2020;1;20;18
18173;18393;2020;1;20;19
16879;18140;2020;1;20;20
15817;17564;2020;1;20;21
14482;16914;2020;1;20;22
12919;16023;2020;1;20;23
12517;15546;2020;1;21;0
12502;15338;2020;1;21;1
12335;15227;2020;1;21;2
12321;15120;2020;1;21;3
12873;15164;2020;1;21;4
14126;15633;2020;1;21;5
16571;17122;2020;1;21;6
18661;18529;2020;1;21;7
19190;18826;2020;1;21;8
18894;18680;2020;1;21;9
18753;18447;2020;1;21;10
18572;18262;2020;1;21;11
18508;18186;2020;1;21;12
18297;18068;2020;1;21;13
18421;18258;2020;1;21;14
18972;18471;2020;1;21;15
19595;18874;2020;1;21;16
20686;19229;2020;1;21;17
20089;18924;2020;1;21;18
18781;18631;2020;1;21;19
17387;18367;2020;1;21;20
16351;17993;2020;1;21;21
15155;17524;2020;1;21;22
13668;16617;2020;1;21;23
12673;16199;2020;1;22;0
12348;15921;2020;1;22;1
12276;15794;2020;1;22;2
12435;15856;2020;1;22;3
13207;15938;2020;1;22;4
14431;16329;2020;1;22;5
16879;17725;2020;1;22;6
19346;19384;2020;1;22;7
20427;19909;2020;1;22;8
20090;19682;2020;1;22;9
20243;19492;2020;1;22;10
19757;18980;2020;1;22;11
19380;18525;2020;1;22;12
19671;18498;2020;1;22;13
20218;18702;2020;1;22;14
21492;19149;2020;1;22;15
22958;19672;2020;1;22;16
23597;19935;2020;1;22;17
23417;19800;2020;1;22;18
22736;19582;2020;1;22;19
21763;19376;2020;1;22;20
20872;18861;2020;1;22;21
19495;18258;2020;1;22;22
18202;17404;2020;1;22;23
18459;16786;2020;1;23;0
18167;16472;2020;1;23;1
17963;16359;2020;1;23;2
18035;16427;2020;1;23;3
18678;16429;2020;1;23;4
18857;16854;2020;1;23;5
20536;18254;2020;1;23;6
22806;19667;2020;1;23;7
22813;20012;2020;1;23;8
22400;19639;2020;1;23;9
22106;19555;2020;1;23;10
21465;19330;2020;1;23;11
20359;19052;2020;1;23;12
19836;18963;2020;1;23;13
19874;19074;2020;1;23;14
20010;19213;2020;1;23;15
20533;19468;2020;1;23;16
20636;19412;2020;1;23;17
19766;19100;2020;1;23;18
18743;18699;2020;1;23;19
17888;18584;2020;1;23;20
16947;18276;2020;1;23;21
15699;17583;2020;1;23;22
14371;16846;2020;1;23;23
13519;16196;2020;1;24;0
13438;15823;2020;1;24;1
13384;15772;2020;1;24;2
13380;15805;2020;1;24;3
13906;15988;2020;1;24;4
15178;16558;2020;1;24;5
17361;17804;2020;1;24;6
20144;19394;2020;1;24;7
20674;19746;2020;1;24;8
20537;19555;2020;1;24;9
20846;19599;2020;1;24;10
20165;19181;2020;1;24;11
19688;18789;2020;1;24;12
19385;18717;2020;1;24;13
18952;18682;2020;1;24;14
18877;18715;2020;1;24;15
19968;19157;2020;1;24;16
21019;19489;2020;1;24;17
20400;19316;2020;1;24;18
19150;18908;2020;1;24;19
17807;18601;2020;1;24;20
16743;18071;2020;1;24;21
15991;17497;2020;1;24;22
14988;16988;2020;1;24;23
14717;16713;2020;1;25;0
14230;16352;2020;1;25;1
14063;16183;2020;1;25;2
14159;16074;2020;1;25;3
14472;16074;2020;1;25;4
14550;16092;2020;1;25;5
15140;16459;2020;1;25;6
16538;17043;2020;1;25;7
17533;17572;2020;1;25;8
18208;18203;2020;1;25;9
19192;18597;2020;1;25;10
19898;18766;2020;1;25;11
19914;18500;2020;1;25;12
19612;18178;2020;1;25;13
19533;17926;2020;1;25;14
19789;18041;2020;1;25;15
20560;18601;2020;1;25;16
20979;18569;2020;1;25;17
21054;18584;2020;1;25;18
20019;18321;2020;1;25;19
18345;17805;2020;1;25;20
17214;17356;2020;1;25;21
16186;16972;2020;1;25;22
15194;16411;2020;1;25;23
14312;15989;2020;1;26;0
13670;15652;2020;1;26;1
13600;15490;2020;1;26;2
13434;15391;2020;1;26;3
13650;15284;2020;1;26;4
13579;15362;2020;1;26;5
14002;15608;2020;1;26;6
14861;15964;2020;1;26;7
15648;16406;2020;1;26;8
16412;16885;2020;1;26;9
17120;17178;2020;1;26;10
17794;17462;2020;1;26;11
17906;17611;2020;1;26;12
17920;17556;2020;1;26;13
17758;17572;2020;1;26;14
18852;17869;2020;1;26;15
19987;18348;2020;1;26;16
21053;18433;2020;1;26;17
20999;18246;2020;1;26;18
20084;17946;2020;1;26;19
19003;17697;2020;1;26;20
18084;17312;2020;1;26;21
17286;16908;2020;1;26;22
16340;16339;2020;1;26;23
15302;15902;2020;1;27;0
14955;15657;2020;1;27;1
14282;15364;2020;1;27;2
14375;15491;2020;1;27;3
14929;15758;2020;1;27;4
15839;16189;2020;1;27;5
17989;17572;2020;1;27;6
20286;19068;2020;1;27;7
20985;19431;2020;1;27;8
21068;19440;2020;1;27;9
21295;19418;2020;1;27;10
21186;19193;2020;1;27;11
21198;19087;2020;1;27;12
21576;19277;2020;1;27;13
22087;19290;2020;1;27;14
22541;19456;2020;1;27;15
22799;19658;2020;1;27;16
22998;19489;2020;1;27;17
22445;19271;2020;1;27;18
21970;19131;2020;1;27;19
20827;18853;2020;1;27;20
19939;18545;2020;1;27;21
18838;17907;2020;1;27;22
17500;16897;2020;1;27;23
16495;16378;2020;1;28;0
15987;16158;2020;1;28;1
16020;16108;2020;1;28;2
16158;16138;2020;1;28;3
16947;16275;2020;1;28;4
17534;16637;2020;1;28;5
19989;18039;2020;1;28;6
22471;19652;2020;1;28;7
22695;19972;2020;1;28;8
22412;19783;2020;1;28;9
22127;19598;2020;1;28;10
21952;19527;2020;1;28;11
21919;19556;2020;1;28;12
22012;19747;2020;1;28;13
22356;20133;2020;1;28;14
22352;20052;2020;1;28;15
23019;20394;2020;1;28;16
24162;20521;2020;1;28;17
23669;20127;2020;1;28;18
23249;19978;2020;1;28;19
22130;19584;2020;1;28;20
21295;19348;2020;1;28;21
19707;18588;2020;1;28;22
17394;17820;2020;1;28;23
15969;17219;2020;1;29;0
15171;16899;2020;1;29;1
14768;16578;2020;1;29;2
14985;16503;2020;1;29;3
15879;16510;2020;1;29;4
16959;17018;2020;1;29;5
19525;18484;2020;1;29;6
23123;19990;2020;1;29;7
23601;20303;2020;1;29;8
23362;20120;2020;1;29;9
23195;19999;2020;1;29;10
23095;19863;2020;1;29;11
23001;19795;2020;1;29;12
22594;19545;2020;1;29;13
22540;19628;2020;1;29;14
22560;19696;2020;1;29;15
23239;20093;2020;1;29;16
23862;20171;2020;1;29;17
23371;19883;2020;1;29;18
22303;19670;2020;1;29;19
20903;19483;2020;1;29;20
19853;19129;2020;1;29;21
18100;18358;2020;1;29;22
16513;17558;2020;1;29;23
15182;17046;2020;1;30;0
14930;16698;2020;1;30;1
14652;16407;2020;1;30;2
14737;16476;2020;1;30;3
15299;16753;2020;1;30;4
17296;17150;2020;1;30;5
20165;18509;2020;1;30;6
22720;20132;2020;1;30;7
23457;20631;2020;1;30;8
23211;20366;2020;1;30;9
23124;20198;2020;1;30;10
22833;19997;2020;1;30;11
22670;19922;2020;1;30;12
22610;19951;2020;1;30;13
22811;20227;2020;1;30;14
23217;20326;2020;1;30;15
23687;20582;2020;1;30;16
24186;20827;2020;1;30;17
23553;20481;2020;1;30;18
22565;20179;2020;1;30;19
20673;19694;2020;1;30;20
18927;19306;2020;1;30;21
16796;18747;2020;1;30;22
14537;18014;2020;1;30;23
13547;17416;2020;1;31;0
13392;17314;2020;1;31;1
13150;17009;2020;1;31;2
13095;16966;2020;1;31;3
13736;17020;2020;1;31;4
15121;17558;2020;1;31;5
18300;18668;2020;1;31;6
21252;20231;2020;1;31;7
21907;20529;2020;1;31;8
22003;20461;2020;1;31;9
22015;20351;2020;1;31;10
21625;20213;2020;1;31;11
20992;20060;2020;1;31;12
20506;19765;2020;1;31;13
20417;19646;2020;1;31;14
20523;19611;2020;1;31;15
21604;19732;2020;1;31;16
21864;19821;2020;1;31;17
21158;19607;2020;1;31;18
19795;19109;2020;1;31;19
18103;18674;2020;1;31;20
16871;18115;2020;1;31;21
15626;17465;2020;1;31;22
13828;16886;2020;1;31;23
12357;16136;2020;2;1;0
11882;16210;2020;2;1;1
11352;15852;2020;2;1;2
11291;15689;2020;2;1;3
11210;15778;2020;2;1;4
11356;15930;2020;2;1;5
11613;16155;2020;2;1;6
11990;16676;2020;2;1;7
12458;17123;2020;2;1;8
13529;17622;2020;2;1;9
14036;17946;2020;2;1;10
13827;17879;2020;2;1;11
13938;17831;2020;2;1;12
13682;17656;2020;2;1;13
13453;17512;2020;2;1;14
13489;17642;2020;2;1;15
14373;17897;2020;2;1;16
15754;18601;2020;2;1;17
15933;18289;2020;2;1;18
14599;18047;2020;2;1;19
13949;17648;2020;2;1;20
13503;17355;2020;2;1;21
13116;16956;2020;2;1;22
12647;16560;2020;2;1;23
12983;16172;2020;2;2;0
12563;16029;2020;2;2;1
12262;15955;2020;2;2;2
12495;15901;2020;2;2;3
12614;15862;2020;2;2;4
12946;15976;2020;2;2;5
13513;16101;2020;2;2;6
14059;16541;2020;2;2;7
14974;17236;2020;2;2;8
16659;17378;2020;2;2;9
17731;17714;2020;2;2;10
17942;17855;2020;2;2;11
17573;17619;2020;2;2;12
17688;17579;2020;2;2;13
18116;17568;2020;2;2;14
19054;17889;2020;2;2;15
20417;18366;2020;2;2;16
21003;18829;2020;2;2;17
20896;18743;2020;2;2;18
20378;18715;2020;2;2;19
19658;18686;2020;2;2;20
19050;18548;2020;2;2;21
18200;18017;2020;2;2;22
17358;17537;2020;2;2;23
15275;17017;2020;2;3;0
13901;16791;2020;2;3;1
13666;16793;2020;2;3;2
13493;16866;2020;2;3;3
14621;17145;2020;2;3;4
17342;17836;2020;2;3;5
21160;19278;2020;2;3;6
22860;20800;2020;2;3;7
23198;21338;2020;2;3;8
23562;21474;2020;2;3;9
23697;21098;2020;2;3;10
22883;20192;2020;2;3;11
22846;20206;2020;2;3;12
23058;20187;2020;2;3;13
23334;20281;2020;2;3;14
23746;20607;2020;2;3;15
24203;21042;2020;2;3;16
24480;21204;2020;2;3;17
24133;20883;2020;2;3;18
23843;20672;2020;2;3;19
22861;20439;2020;2;3;20
22262;20035;2020;2;3;21
21105;19367;2020;2;3;22
20117;18692;2020;2;3;23
19173;17935;2020;2;4;0
18443;17387;2020;2;4;1
17504;17419;2020;2;4;2
17455;17507;2020;2;4;3
18277;17594;2020;2;4;4
19474;18175;2020;2;4;5
22646;19800;2020;2;4;6
25112;21406;2020;2;4;7
25216;21484;2020;2;4;8
25028;21216;2020;2;4;9
25040;21097;2020;2;4;10
24767;20744;2020;2;4;11
24514;20462;2020;2;4;12
24270;20271;2020;2;4;13
23766;20080;2020;2;4;14
23267;20268;2020;2;4;15
23166;20592;2020;2;4;16
23461;20863;2020;2;4;17
22868;20731;2020;2;4;18
22398;20775;2020;2;4;19
21799;20528;2020;2;4;20
20765;20105;2020;2;4;21
19828;19488;2020;2;4;22
18550;18671;2020;2;4;23
18296;18284;2020;2;5;0
17930;17850;2020;2;5;1
17994;17761;2020;2;5;2
18030;17764;2020;2;5;3
19273;17999;2020;2;5;4
20282;18408;2020;2;5;5
22287;19800;2020;2;5;6
23490;21193;2020;2;5;7
23562;21331;2020;2;5;8
23204;21087;2020;2;5;9
23126;20815;2020;2;5;10
23172;20655;2020;2;5;11
22413;20260;2020;2;5;12
21833;19994;2020;2;5;13
22097;20183;2020;2;5;14
21849;20068;2020;2;5;15
21840;20386;2020;2;5;16
22091;20620;2020;2;5;17
21355;20181;2020;2;5;18
20712;19883;2020;2;5;19
19508;19579;2020;2;5;20
18727;19244;2020;2;5;21
17481;18516;2020;2;5;22
16103;17846;2020;2;5;23
15386;17261;2020;2;6;0
14873;16831;2020;2;6;1
14553;16666;2020;2;6;2
15033;16651;2020;2;6;3
15985;16784;2020;2;6;4
17390;17125;2020;2;6;5
19715;18480;2020;2;6;6
22345;20137;2020;2;6;7
22830;20442;2020;2;6;8
22620;20133;2020;2;6;9
22471;19856;2020;2;6;10
22224;19735;2020;2;6;11
22024;19455;2020;2;6;12
21882;19102;2020;2;6;13
22032;19057;2020;2;6;14
22181;19145;2020;2;6;15
22643;19389;2020;2;6;16
23159;19879;2020;2;6;17
23197;19741;2020;2;6;18
22958;19488;2020;2;6;19
22930;19213;2020;2;6;20
22707;18800;2020;2;6;21
21824;18147;2020;2;6;22
21162;17438;2020;2;6;23
20954;16931;2020;2;7;0
20201;16530;2020;2;7;1
19660;16376;2020;2;7;2
19383;16361;2020;2;7;3
19259;16338;2020;2;7;4
19966;17077;2020;2;7;5
21306;18588;2020;2;7;6
22056;20233;2020;2;7;7
22727;20680;2020;2;7;8
22582;20456;2020;2;7;9
22623;20213;2020;2;7;10
22617;20032;2020;2;7;11
22560;19703;2020;2;7;12
22277;19490;2020;2;7;13
22151;19399;2020;2;7;14
21885;19372;2020;2;7;15
22199;19545;2020;2;7;16
22458;19664;2020;2;7;17
22219;19602;2020;2;7;18
21415;19305;2020;2;7;19
20407;18896;2020;2;7;20
19627;18273;2020;2;7;21
18652;17697;2020;2;7;22
17728;16896;2020;2;7;23
17572;16796;2020;2;8;0
16985;16521;2020;2;8;1
16326;16147;2020;2;8;2
15930;16006;2020;2;8;3
15790;16035;2020;2;8;4
15931;16241;2020;2;8;5
16321;16600;2020;2;8;6
16920;16931;2020;2;8;7
17853;17434;2020;2;8;8
18807;18088;2020;2;8;9
19166;18450;2020;2;8;10
19261;18540;2020;2;8;11
19306;18563;2020;2;8;12
19065;18313;2020;2;8;13
18583;18023;2020;2;8;14
18731;18097;2020;2;8;15
19811;18463;2020;2;8;16
20635;18850;2020;2;8;17
20123;18559;2020;2;8;18
