Production;Consumption;F_Aar;F_Mnd;F_Dag;F_Time
18878;18649;2021;2;25;15
19066;18708;2021;2;25;16
20208;18789;2021;2;25;17
20982;18973;2021;2;25;18
20142;18583;2021;2;25;19
18655;18437;2021;2;25;20
17609;18056;2021;2;25;21
16383;17223;2021;2;25;22
15856;16827;2021;2;25;23
14802;16623;2021;2;26;0
14524;16341;2021;2;26;1
14251;16165;2021;2;26;2
14375;16056;2021;2;26;3
14542;16272;2021;2;26;4
14928;16529;2021;2;26;5
16961;17608;2021;2;26;6
19351;18796;2021;2;26;7
19863;19212;2021;2;26;8
19764;19147;2021;2;26;9
18904;18757;2021;2;26;10
16945;17874;2021;2;26;11
15758;17740;2021;2;26;12
15279;17688;2021;2;26;13
14842;17554;2021;2;26;14
14772;17389;2021;2;26;15
15350;17447;2021;2;26;16
17161;17809;2021;2;26;17
18048;18360;2021;2;26;18
16501;18042;2021;2;26;19
15406;17720;2021;2;26;20
14992;17333;2021;2;26;21
14794;17068;2021;2;26;22
14604;16901;2021;2;26;23
14305;16304;2021;2;27;0
14517;15961;2021;2;27;1
14809;15807;2021;2;27;2
14673;15826;2021;2;27;3
15196;16029;2021;2;27;4
15625;16112;2021;2;27;5
17018;16552;2021;2;27;6
18503;16720;2021;2;27;7
19767;17194;2021;2;27;8
21095;17585;2021;2;27;9
21093;17896;2021;2;27;10
20756;18013;2021;2;27;11
19939;17890;2021;2;27;12
18800;17621;2021;2;27;13
18291;17546;2021;2;27;14
18153;17383;2021;2;27;15
18427;17278;2021;2;27;16
19073;17718;2021;2;27;17
19710;18133;2021;2;27;18
18992;18053;2021;2;27;19
17770;17633;2021;2;27;20
17243;17174;2021;2;27;21
16691;16730;2021;2;27;22
16352;16406;2021;2;27;23
15952;15930;2021;2;28;0
15677;15588;2021;2;28;1
15834;15488;2021;2;28;2
15928;15373;2021;2;28;3
16324;15658;2021;2;28;4
16749;15982;2021;2;28;5
17122;16385;2021;2;28;6
17214;16499;2021;2;28;7
17278;16601;2021;2;28;8
17565;16755;2021;2;28;9
17433;16843;2021;2;28;10
17299;16532;2021;2;28;11
16576;16663;2021;2;28;12
15075;16319;2021;2;28;13
14349;16177;2021;2;28;14
15433;16219;2021;2;28;15
16806;16207;2021;2;28;16
18492;16566;2021;2;28;17
19428;17275;2021;2;28;18
19168;17686;2021;2;28;19
18470;17615;2021;2;28;20
18313;17361;2021;2;28;21
18239;17297;2021;2;28;22
17676;16856;2021;2;28;23
17571;16454;2021;3;1;0
17706;16203;2021;3;1;1
17301;16123;2021;3;1;2
17141;16071;2021;3;1;3
17542;16330;2021;3;1;4
18405;16760;2021;3;1;5
20001;18127;2021;3;1;6
21815;19189;2021;3;1;7
22772;19549;2021;3;1;8
22438;19410;2021;3;1;9
22045;19143;2021;3;1;10
21666;18756;2021;3;1;11
21442;18675;2021;3;1;12
21223;18293;2021;3;1;13
20982;18316;2021;3;1;14
20666;18418;2021;3;1;15
20742;18587;2021;3;1;16
21080;18688;2021;3;1;17
21861;18803;2021;3;1;18
20989;18901;2021;3;1;19
19384;18271;2021;3;1;20
18814;17760;2021;3;1;21
17941;17276;2021;3;1;22
17089;16531;2021;3;1;23
16678;15837;2021;3;2;0
16457;15612;2021;3;2;1
16552;15622;2021;3;2;2
16755;15669;2021;3;2;3
17542;15988;2021;3;2;4
18980;16466;2021;3;2;5
20967;17547;2021;3;2;6
22535;18801;2021;3;2;7
22844;19217;2021;3;2;8
23107;18954;2021;3;2;9
23330;18783;2021;3;2;10
22902;18217;2021;3;2;11
22485;17870;2021;3;2;12
22187;17790;2021;3;2;13
21770;17795;2021;3;2;14
21384;17675;2021;3;2;15
21151;17485;2021;3;2;16
22169;17829;2021;3;2;17
23246;18290;2021;3;2;18
22746;18317;2021;3;2;19
21581;18051;2021;3;2;20
20506;17880;2021;3;2;21
19140;17224;2021;3;2;22
18101;16770;2021;3;2;23
17637;16350;2021;3;3;0
17488;16030;2021;3;3;1
17366;16040;2021;3;3;2
17316;16043;2021;3;3;3
17761;16148;2021;3;3;4
18754;16708;2021;3;3;5
21270;18074;2021;3;3;6
23234;19297;2021;3;3;7
23642;19782;2021;3;3;8
23980;19658;2021;3;3;9
23896;19349;2021;3;3;10
23932;19330;2021;3;3;11
23315;18880;2021;3;3;12
22651;18746;2021;3;3;13
22448;18666;2021;3;3;14
22784;19091;2021;3;3;15
23212;19203;2021;3;3;16
24010;19264;2021;3;3;17
24745;19704;2021;3;3;18
23424;19511;2021;3;3;19
21057;19404;2021;3;3;20
20532;19088;2021;3;3;21
20010;18357;2021;3;3;22
18912;17761;2021;3;3;23
18123;17279;2021;3;4;0
17919;17158;2021;3;4;1
17827;17219;2021;3;4;2
18060;17258;2021;3;4;3
18051;17247;2021;3;4;4
18450;17726;2021;3;4;5
20977;19353;2021;3;4;6
23376;20697;2021;3;4;7
23734;21083;2021;3;4;8
23396;20670;2021;3;4;9
23013;20175;2021;3;4;10
22499;19444;2021;3;4;11
22526;19108;2021;3;4;12
22548;19193;2021;3;4;13
22277;18637;2021;3;4;14
22336;18659;2021;3;4;15
22631;19179;2021;3;4;16
23357;19206;2021;3;4;17
24329;19837;2021;3;4;18
23340;19908;2021;3;4;19
21637;19578;2021;3;4;20
20511;19079;2021;3;4;21
19778;18733;2021;3;4;22
18917;18435;2021;3;4;23
17933;17858;2021;3;5;0
17879;17714;2021;3;5;1
17844;17586;2021;3;5;2
18172;17634;2021;3;5;3
18994;17742;2021;3;5;4
20210;18081;2021;3;5;5
22325;19394;2021;3;5;6
23544;20605;2021;3;5;7
23635;20966;2021;3;5;8
24503;20872;2021;3;5;9
24598;20484;2021;3;5;10
24434;19911;2021;3;5;11
24329;19480;2021;3;5;12
23799;19166;2021;3;5;13
23542;18963;2021;3;5;14
23253;18840;2021;3;5;15
23652;19007;2021;3;5;16
23960;19436;2021;3;5;17
24323;19983;2021;3;5;18
23943;19933;2021;3;5;19
22568;19432;2021;3;5;20
21264;18828;2021;3;5;21
19886;18284;2021;3;5;22
18931;17818;2021;3;5;23
18847;17336;2021;3;6;0
18463;16979;2021;3;6;1
18175;16783;2021;3;6;2
17909;16925;2021;3;6;3
18222;17095;2021;3;6;4
18002;17173;2021;3;6;5
18113;17418;2021;3;6;6
18310;17372;2021;3;6;7
18859;17871;2021;3;6;8
18994;18607;2021;3;6;9
18586;18898;2021;3;6;10
17871;18873;2021;3;6;11
17209;18952;2021;3;6;12
17156;18609;2021;3;6;13
16738;18184;2021;3;6;14
16819;18336;2021;3;6;15
16816;18376;2021;3;6;16
18058;18674;2021;3;6;17
18528;19159;2021;3;6;18
17810;18999;2021;3;6;19
16445;18396;2021;3;6;20
16011;17979;2021;3;6;21
15765;17650;2021;3;6;22
15249;17280;2021;3;6;23
14179;17034;2021;3;7;0
13935;16895;2021;3;7;1
13839;16707;2021;3;7;2
13723;16730;2021;3;7;3
13987;16871;2021;3;7;4
14317;17270;2021;3;7;5
14208;17363;2021;3;7;6
14234;17518;2021;3;7;7
15007;18213;2021;3;7;8
15646;18454;2021;3;7;9
15041;18262;2021;3;7;10
15414;17984;2021;3;7;11
15425;17691;2021;3;7;12
14724;17637;2021;3;7;13
15239;17816;2021;3;7;14
15866;17296;2021;3;7;15
17281;17688;2021;3;7;16
18854;18417;2021;3;7;17
20393;19143;2021;3;7;18
20393;19167;2021;3;7;19
19902;19249;2021;3;7;20
19811;19006;2021;3;7;21
19702;18732;2021;3;7;22
19395;18180;2021;3;7;23
19087;17823;2021;3;8;0
18776;17522;2021;3;8;1
18955;17433;2021;3;8;2
19292;17459;2021;3;8;3
19918;17811;2021;3;8;4
21448;18536;2021;3;8;5
23091;19636;2021;3;8;6
24324;21145;2021;3;8;7
24501;21590;2021;3;8;8
24228;21164;2021;3;8;9
24055;20508;2021;3;8;10
23802;19970;2021;3;8;11
23633;19560;2021;3;8;12
23846;19360;2021;3;8;13
23745;19393;2021;3;8;14
23621;19410;2021;3;8;15
23669;19617;2021;3;8;16
23836;19738;2021;3;8;17
23950;20016;2021;3;8;18
23624;20020;2021;3;8;19
23657;20032;2021;3;8;20
23394;19540;2021;3;8;21
22168;18837;2021;3;8;22
20671;18352;2021;3;8;23
20438;17955;2021;3;9;0
20209;17674;2021;3;9;1
19934;17665;2021;3;9;2
19977;17586;2021;3;9;3
20306;17702;2021;3;9;4
21405;18197;2021;3;9;5
23300;19501;2021;3;9;6
24024;20818;2021;3;9;7
24242;21226;2021;3;9;8
24129;20655;2021;3;9;9
23656;20157;2021;3;9;10
23326;19506;2021;3;9;11
23160;19081;2021;3;9;12
23239;18791;2021;3;9;13
23469;18610;2021;3;9;14
23652;18692;2021;3;9;15
23667;18857;2021;3;9;16
23689;18994;2021;3;9;17
23767;19307;2021;3;9;18
23080;19302;2021;3;9;19
23474;19213;2021;3;9;20
23097;18960;2021;3;9;21
21938;18280;2021;3;9;22
20661;17682;2021;3;9;23
20107;17298;2021;3;10;0
19559;17136;2021;3;10;1
19483;17154;2021;3;10;2
19442;17277;2021;3;10;3
19650;17350;2021;3;10;4
20563;17858;2021;3;10;5
22578;19277;2021;3;10;6
24139;20765;2021;3;10;7
24317;21231;2021;3;10;8
24674;21344;2021;3;10;9
24716;21298;2021;3;10;10
24174;20939;2021;3;10;11
23604;20895;2021;3;10;12
23299;20805;2021;3;10;13
22832;20677;2021;3;10;14
22935;20860;2021;3;10;15
22639;20988;2021;3;10;16
22486;20892;2021;3;10;17
22212;20884;2021;3;10;18
21342;20855;2021;3;10;19
19791;20592;2021;3;10;20
18394;20106;2021;3;10;21
16890;19526;2021;3;10;22
14702;18876;2021;3;10;23
13508;18421;2021;3;11;0
12651;18028;2021;3;11;1
12364;18022;2021;3;11;2
12441;18140;2021;3;11;3
12801;18335;2021;3;11;4
13232;18648;2021;3;11;5
15157;19788;2021;3;11;6
18050;20944;2021;3;11;7
19585;21348;2021;3;11;8
19714;21202;2021;3;11;9
18840;20945;2021;3;11;10
18836;20821;2021;3;11;11
18393;20564;2021;3;11;12
17251;20362;2021;3;11;13
17148;20351;2021;3;11;14
17188;19993;2021;3;11;15
17723;20234;2021;3;11;16
18885;20246;2021;3;11;17
20544;20518;2021;3;11;18
18653;20062;2021;3;11;19
17218;19659;2021;3;11;20
16588;19225;2021;3;11;21
15382;18599;2021;3;11;22
13261;17823;2021;3;11;23
12053;17056;2021;3;12;0
11702;16867;2021;3;12;1
11665;16899;2021;3;12;2
11489;16835;2021;3;12;3
11820;16869;2021;3;12;4
13407;17637;2021;3;12;5
16437;19024;2021;3;12;6
18941;20109;2021;3;12;7
18902;20512;2021;3;12;8
17553;20046;2021;3;12;9
17121;19613;2021;3;12;10
16649;19147;2021;3;12;11
16372;18886;2021;3;12;12
15992;18597;2021;3;12;13
15514;18418;2021;3;12;14
15337;18249;2021;3;12;15
16498;18396;2021;3;12;16
18752;18849;2021;3;12;17
20465;19103;2021;3;12;18
20936;19101;2021;3;12;19
19079;18647;2021;3;12;20
17343;18117;2021;3;12;21
15639;17687;2021;3;12;22
14409;17419;2021;3;12;23
13527;16960;2021;3;13;0
12594;16821;2021;3;13;1
12458;16806;2021;3;13;2
12357;16705;2021;3;13;3
12718;16716;2021;3;13;4
13146;16821;2021;3;13;5
13122;17041;2021;3;13;6
13885;17399;2021;3;13;7
14894;18023;2021;3;13;8
15777;18420;2021;3;13;9
16093;18504;2021;3;13;10
15777;18246;2021;3;13;11
15513;17895;2021;3;13;12
15136;17618;2021;3;13;13
15000;17581;2021;3;13;14
15051;17580;2021;3;13;15
15562;17642;2021;3;13;16
16429;18139;2021;3;13;17
17552;18525;2021;3;13;18
17344;18515;2021;3;13;19
15601;17977;2021;3;13;20
15020;17626;2021;3;13;21
14278;17384;2021;3;13;22
13689;17056;2021;3;13;23
13481;16729;2021;3;14;0
13171;16415;2021;3;14;1
13082;16352;2021;3;14;2
13010;16346;2021;3;14;3
13127;16419;2021;3;14;4
13495;16635;2021;3;14;5
12844;16763;2021;3;14;6
13454;16963;2021;3;14;7
14128;17392;2021;3;14;8
14678;17793;2021;3;14;9
14735;17797;2021;3;14;10
14483;17366;2021;3;14;11
13719;16946;2021;3;14;12
13558;16850;2021;3;14;13
13526;16789;2021;3;14;14
13754;16979;2021;3;14;15
14899;17249;2021;3;14;16
16711;17543;2021;3;14;17
18861;17576;2021;3;14;18
19575;17943;2021;3;14;19
18903;17797;2021;3;14;20
17964;17679;2021;3;14;21
17335;17377;2021;3;14;22
16341;16822;2021;3;14;23
16201;16449;2021;3;15;0
15714;16259;2021;3;15;1
15421;16217;2021;3;15;2
15115;16315;2021;3;15;3
16003;16778;2021;3;15;4
18122;17167;2021;3;15;5
21155;18412;2021;3;15;6
23359;19939;2021;3;15;7
23962;20222;2021;3;15;8
23341;19284;2021;3;15;9
23100;19031;2021;3;15;10
22531;18455;2021;3;15;11
22036;18166;2021;3;15;12
21280;18059;2021;3;15;13
20345;18022;2021;3;15;14
20044;17968;2021;3;15;15
21336;18183;2021;3;15;16
22079;17976;2021;3;15;17
22824;18499;2021;3;15;18
22942;18750;2021;3;15;19
21934;18515;2021;3;15;20
20526;17981;2021;3;15;21
19314;17292;2021;3;15;22
18600;17016;2021;3;15;23
19250;16987;2021;3;16;0
18495;16501;2021;3;16;1
18495;16146;2021;3;16;2
18692;16203;2021;3;16;3
19092;16655;2021;3;16;4
20032;17252;2021;3;16;5
22267;18569;2021;3;16;6
23777;19946;2021;3;16;7
23675;20287;2021;3;16;8
23738;20024;2021;3;16;9
23194;19420;2021;3;16;10
22506;18840;2021;3;16;11
22258;18566;2021;3;16;12
21894;18435;2021;3;16;13
21955;18293;2021;3;16;14
22137;18176;2021;3;16;15
22508;18332;2021;3;16;16
23445;18488;2021;3;16;17
23779;18709;2021;3;16;18
24092;19016;2021;3;16;19
23517;18770;2021;3;16;20
22301;18422;2021;3;16;21
21357;18053;2021;3;16;22
20202;17414;2021;3;16;23
19706;17043;2021;3;17;0
19684;16919;2021;3;17;1
19641;16871;2021;3;17;2
19633;16962;2021;3;17;3
19939;17256;2021;3;17;4
21277;17692;2021;3;17;5
23237;18906;2021;3;17;6
23559;20140;2021;3;17;7
23672;20301;2021;3;17;8
23633;19953;2021;3;17;9
23712;19403;2021;3;17;10
23633;18903;2021;3;17;11
23281;18579;2021;3;17;12
23030;18293;2021;3;17;13
22804;18215;2021;3;17;14
22863;18167;2021;3;17;15
23250;18120;2021;3;17;16
23589;18327;2021;3;17;17
23698;18759;2021;3;17;18
23599;19027;2021;3;17;19
22566;18903;2021;3;17;20
21910;18782;2021;3;17;21
20557;18145;2021;3;17;22
19125;17452;2021;3;17;23
18813;16919;2021;3;18;0
18592;16655;2021;3;18;1
18490;16632;2021;3;18;2
18827;16793;2021;3;18;3
19288;16826;2021;3;18;4
20347;17339;2021;3;18;5
22503;18561;2021;3;18;6
24213;19825;2021;3;18;7
24605;20035;2021;3;18;8
24472;19720;2021;3;18;9
23946;19436;2021;3;18;10
23219;18966;2021;3;18;11
22931;18681;2021;3;18;12
22481;18340;2021;3;18;13
22076;18178;2021;3;18;14
22234;18233;2021;3;18;15
22019;18174;2021;3;18;16
22238;18159;2021;3;18;17
22790;18666;2021;3;18;18
22781;18768;2021;3;18;19
21642;18589;2021;3;18;20
20356;18132;2021;3;18;21
19050;17509;2021;3;18;22
18250;16980;2021;3;18;23
17728;16537;2021;3;19;0
17491;16321;2021;3;19;1
17593;16156;2021;3;19;2
17879;16131;2021;3;19;3
18489;16322;2021;3;19;4
20190;16970;2021;3;19;5
21480;18365;2021;3;19;6
22802;19878;2021;3;19;7
22688;20100;2021;3;19;8
22165;19675;2021;3;19;9
22180;19297;2021;3;19;10
22044;18921;2021;3;19;11
21696;18568;2021;3;19;12
21152;18286;2021;3;19;13
20605;18140;2021;3;19;14
21105;18307;2021;3;19;15
21403;18486;2021;3;19;16
21265;18506;2021;3;19;17
21224;18661;2021;3;19;18
21120;18663;2021;3;19;19
20528;18276;2021;3;19;20
19258;17757;2021;3;19;21
18378;17400;2021;3;19;22
17479;16976;2021;3;19;23
17054;16525;2021;3;20;0
16918;16352;2021;3;20;1
16718;16070;2021;3;20;2
16690;16019;2021;3;20;3
16739;15964;2021;3;20;4
17151;16254;2021;3;20;5
17290;16554;2021;3;20;6
17899;16832;2021;3;20;7
18592;17350;2021;3;20;8
19199;17951;2021;3;20;9
18927;17921;2021;3;20;10
18630;17592;2021;3;20;11
18372;17427;2021;3;20;12
17471;17261;2021;3;20;13
16416;17117;2021;3;20;14
16125;17132;2021;3;20;15
15801;17282;2021;3;20;16
16563;17646;2021;3;20;17
17212;17738;2021;3;20;18
16044;17835;2021;3;20;19
15111;17420;2021;3;20;20
14658;16997;2021;3;20;21
14034;16703;2021;3;20;22
13734;16443;2021;3;20;23
13668;16046;2021;3;21;0
13207;15925;2021;3;21;1
13101;15799;2021;3;21;2
13496;15866;2021;3;21;3
13436;15998;2021;3;21;4
13482;16214;2021;3;21;5
12812;15977;2021;3;21;6
13101;16085;2021;3;21;7
13443;16495;2021;3;21;8
13367;16796;2021;3;21;9
13547;16918;2021;3;21;10
13497;16816;2021;3;21;11
13550;16944;2021;3;21;12
13439;16774;2021;3;21;13
13242;16605;2021;3;21;14
13816;16804;2021;3;21;15
15003;17137;2021;3;21;16
16421;17221;2021;3;21;17
17949;17692;2021;3;21;18
19534;18172;2021;3;21;19
18997;17983;2021;3;21;20
18578;17594;2021;3;21;21
17938;17285;2021;3;21;22
16902;16701;2021;3;21;23
17372;16499;2021;3;22;0
17372;16216;2021;3;22;1
17444;16118;2021;3;22;2
17601;16074;2021;3;22;3
18112;16066;2021;3;22;4
19019;16607;2021;3;22;5
21143;17882;2021;3;22;6
23514;19138;2021;3;22;7
23782;19008;2021;3;22;8
22901;18327;2021;3;22;9
22113;17958;2021;3;22;10
21774;17612;2021;3;22;11
21638;17507;2021;3;22;12
21318;17283;2021;3;22;13
21334;17223;2021;3;22;14
21157;17305;2021;3;22;15
21605;17466;2021;3;22;16
21872;17449;2021;3;22;17
21994;17337;2021;3;22;18
21818;17721;2021;3;22;19
19894;17527;2021;3;22;20
18613;17243;2021;3;22;21
17508;16625;2021;3;22;22
16972;15979;2021;3;22;23
16395;15630;2021;3;23;0
16278;15485;2021;3;23;1
16056;15417;2021;3;23;2
16473;15461;2021;3;23;3
16899;15425;2021;3;23;4
17596;15733;2021;3;23;5
19670;16963;2021;3;23;6
21495;18069;2021;3;23;7
21770;18434;2021;3;23;8
21202;18065;2021;3;23;9
20426;17550;2021;3;23;10
19647;17157;2021;3;23;11
18876;16954;2021;3;23;12
18377;16744;2021;3;23;13
18168;16735;2021;3;23;14
18377;16854;2021;3;23;15
18638;16968;2021;3;23;16
19362;16965;2021;3;23;17
19817;17022;2021;3;23;18
19284;17700;2021;3;23;19
18466;17756;2021;3;23;20
17645;17277;2021;3;23;21
16886;16799;2021;3;23;22
15446;15845;2021;3;23;23
14507;15133;2021;3;24;0
14167;14828;2021;3;24;1
14180;15102;2021;3;24;2
14219;15100;2021;3;24;3
14822;15003;2021;3;24;4
16215;15544;2021;3;24;5
17949;16638;2021;3;24;6
19382;17745;2021;3;24;7
19299;17695;2021;3;24;8
19249;17778;2021;3;24;9
18577;17427;2021;3;24;10
17949;17166;2021;3;24;11
16942;16908;2021;3;24;12
16275;16807;2021;3;24;13
15971;16642;2021;3;24;14
16353;16667;2021;3;24;15
17284;16752;2021;3;24;16
18530;16877;2021;3;24;17
19445;17087;2021;3;24;18
18901;17537;2021;3;24;19
18203;17276;2021;3;24;20
17336;16901;2021;3;24;21
16856;16505;2021;3;24;22
15969;15801;2021;3;24;23
15950;15583;2021;3;25;0
15808;15373;2021;3;25;1
15877;15354;2021;3;25;2
15757;15219;2021;3;25;3
15950;15419;2021;3;25;4
16854;15948;2021;3;25;5
18605;17059;2021;3;25;6
20851;18363;2021;3;25;7
21810;18738;2021;3;25;8
21295;18442;2021;3;25;9
20656;17969;2021;3;25;10
20122;17770;2021;3;25;11
19490;17396;2021;3;25;12
18698;17104;2021;3;25;13
18366;17074;2021;3;25;14
18911;16891;2021;3;25;15
19316;17210;2021;3;25;16
19996;17342;2021;3;25;17
20478;17371;2021;3;25;18
20419;17688;2021;3;25;19
19475;17454;2021;3;25;20
19084;17314;2021;3;25;21
18497;17045;2021;3;25;22
17290;16268;2021;3;25;23
16609;15765;2021;3;26;0
16279;15367;2021;3;26;1
16240;15306;2021;3;26;2
16449;15403;2021;3;26;3
17364;15646;2021;3;26;4
18432;16012;2021;3;26;5
20202;16886;2021;3;26;6
21791;18089;2021;3;26;7
21837;18391;2021;3;26;8
21149;18408;2021;3;26;9
20402;18183;2021;3;26;10
18100;17737;2021;3;26;11
16513;17896;2021;3;26;12
15898;17699;2021;3;26;13
16659;17528;2021;3;26;14
17868;17723;2021;3;26;15
18572;17967;2021;3;26;16
18699;17908;2021;3;26;17
19075;17817;2021;3;26;18
18288;17775;2021;3;26;19
16975;17309;2021;3;26;20
16250;16932;2021;3;26;21
15021;16420;2021;3;26;22
13778;15820;2021;3;26;23
13193;15112;2021;3;27;0
12365;14379;2021;3;27;1
12003;14413;2021;3;27;2
11220;14246;2021;3;27;3
11135;14542;2021;3;27;4
11260;14942;2021;3;27;5
11342;15034;2021;3;27;6
12271;15658;2021;3;27;7
12777;16161;2021;3;27;8
13173;16749;2021;3;27;9
13970;17009;2021;3;27;10
13985;16855;2021;3;27;11
13978;16852;2021;3;27;12
13662;16793;2021;3;27;13
12954;16615;2021;3;27;14
12991;16501;2021;3;27;15
14110;16506;2021;3;27;16
15019;16688;2021;3;27;17
16039;17029;2021;3;27;18
16571;17453;2021;3;27;19
15449;17066;2021;3;27;20
14990;16716;2021;3;27;21
14414;16342;2021;3;27;22
13781;15903;2021;3;27;23
13228;15555;2021;3;28;0
12681;15431;2021;3;28;1
12234;15376;2021;3;28;3
12079;15355;2021;3;28;4
12283;15587;2021;3;28;5
12559;15762;2021;3;28;6
13031;15866;2021;3;28;7
14013;16087;2021;3;28;8
14548;16007;2021;3;28;9
13815;16143;2021;3;28;10
13725;16470;2021;3;28;11
13885;16320;2021;3;28;12
13698;16391;2021;3;28;13
13868;16530;2021;3;28;14
13958;16717;2021;3;28;15
13854;16754;2021;3;28;16
13774;16559;2021;3;28;17
14672;16758;2021;3;28;18
15835;16826;2021;3;28;19
15962;16671;2021;3;28;20
15735;16631;2021;3;28;21
14577;16044;2021;3;28;22
13479;15534;2021;3;28;23
12761;15166;2021;3;29;0
11798;14906;2021;3;29;1
11340;14932;2021;3;29;2
11434;14961;2021;3;29;3
12057;14899;2021;3;29;4
13084;15033;2021;3;29;5
15353;16167;2021;3;29;6
17506;17303;2021;3;29;7
18065;17561;2021;3;29;8
18104;17679;2021;3;29;9
17760;17788;2021;3;29;10
16956;17668;2021;3;29;11
16122;17360;2021;3;29;12
14655;16972;2021;3;29;13
14104;16578;2021;3;29;14
13597;16531;2021;3;29;15
14393;16519;2021;3;29;16
15497;16521;2021;3;29;17
15421;16445;2021;3;29;18
14984;16028;2021;3;29;19
14529;16111;2021;3;29;20
13892;15996;2021;3;29;21
13293;15621;2021;3;29;22
12770;15159;2021;3;29;23
13054;15064;2021;3;30;0
13382;14906;2021;3;30;1
12994;14535;2021;3;30;2
12777;14348;2021;3;30;3
13007;14541;2021;3;30;4
13818;14779;2021;3;30;5
15227;15427;2021;3;30;6
16784;16193;2021;3;30;7
18071;16627;2021;3;30;8
18253;16890;2021;3;30;9
18074;16974;2021;3;30;10
17415;16668;2021;3;30;11
16456;16326;2021;3;30;12
15591;16004;2021;3;30;13
15328;15876;2021;3;30;14
15714;15915;2021;3;30;15
16052;15813;2021;3;30;16
17200;15996;2021;3;30;17
17756;15834;2021;3;30;18
18364;15931;2021;3;30;19
17766;16158;2021;3;30;20
17014;15992;2021;3;30;21
15987;15549;2021;3;30;22
15565;15006;2021;3;30;23
15703;14795;2021;3;31;0
15690;14360;2021;3;31;1
15565;14218;2021;3;31;2
15489;14249;2021;3;31;3
15940;14394;2021;3;31;4
16116;14657;2021;3;31;5
17312;15336;2021;3;31;6
18751;15979;2021;3;31;7
19442;16521;2021;3;31;8
19688;16936;2021;3;31;9
19744;17017;2021;3;31;10
19370;16762;2021;3;31;11
19069;16422;2021;3;31;12
18711;16304;2021;3;31;13
19105;16141;2021;3;31;14
18968;16046;2021;3;31;15
19138;16366;2021;3;31;16
19726;16452;2021;3;31;17
19764;16247;2021;3;31;18
19906;16305;2021;3;31;19
19371;16611;2021;3;31;20
18666;16581;2021;3;31;21
17855;16042;2021;3;31;22
17074;15621;2021;3;31;23
16920;15216;2021;4;1;0
16834;15223;2021;4;1;1
16620;15048;2021;4;1;2
16368;15005;2021;4;1;3
16168;15070;2021;4;1;4
16576;15275;2021;4;1;5
18513;15957;2021;4;1;6
19650;16288;2021;4;1;7
20620;16821;2021;4;1;8
20775;16826;2021;4;1;9
20249;16668;2021;4;1;10
19545;16468;2021;4;1;11
17663;15979;2021;4;1;12
15781;15747;2021;4;1;13
14503;15595;2021;4;1;14
15248;15544;2021;4;1;15
17024;15630;2021;4;1;16
17697;15749;2021;4;1;17
18024;15721;2021;4;1;18
18207;15821;2021;4;1;19
18078;16223;2021;4;1;20
17250;16019;2021;4;1;21
16995;15822;2021;4;1;22
16724;15448;2021;4;1;23
16589;15050;2021;4;2;0
16563;15008;2021;4;2;1
16541;14940;2021;4;2;2
16225;15083;2021;4;2;3
15971;15100;2021;4;2;4
16504;15092;2021;4;2;5
16792;15062;2021;4;2;6
16689;15435;2021;4;2;7
16656;16045;2021;4;2;8
16546;16202;2021;4;2;9
15828;16346;2021;4;2;10
14555;16191;2021;4;2;11
13700;16180;2021;4;2;12
12709;15930;2021;4;2;13
11838;15952;2021;4;2;14
11741;15776;2021;4;2;15
11881;15630;2021;4;2;16
12798;15673;2021;4;2;17
13476;15876;2021;4;2;18
14599;16095;2021;4;2;19
15479;16204;2021;4;2;20
15840;16218;2021;4;2;21
15237;15903;2021;4;2;22
15008;15884;2021;4;2;23
14954;15346;2021;4;3;0
14370;14944;2021;4;3;1
14245;15093;2021;4;3;2
14343;15156;2021;4;3;3
14234;15028;2021;4;3;4
14973;15354;2021;4;3;5
16315;15774;2021;4;3;6
17476;15919;2021;4;3;7
18205;16251;2021;4;3;8
18473;16860;2021;4;3;9
17286;17020;2021;4;3;10
14939;16454;2021;4;3;11
12908;16208;2021;4;3;12
11936;15853;2021;4;3;13
10737;15578;2021;4;3;14
10658;15577;2021;4;3;15
11671;15402;2021;4;3;16
13035;15439;2021;4;3;17
15163;15912;2021;4;3;18
17552;16018;2021;4;3;19
18414;16237;2021;4;3;20
17991;15902;2021;4;3;21
17495;15587;2021;4;3;22
17020;15445;2021;4;3;23
17096;14967;2021;4;4;0
15661;14685;2021;4;4;1
14634;14610;2021;4;4;2
14540;14847;2021;4;4;3
14305;15097;2021;4;4;4
14020;15142;2021;4;4;5
13655;15225;2021;4;4;6
13447;15310;2021;4;4;7
13677;15611;2021;4;4;8
13579;15964;2021;4;4;9
12687;16190;2021;4;4;10
11966;15935;2021;4;4;11
11930;15779;2021;4;4;12
11141;15660;2021;4;4;13
10638;15663;2021;4;4;14
10323;15702;2021;4;4;15
10717;15626;2021;4;4;16
11306;15876;2021;4;4;17
12445;15908;2021;4;4;18
13512;16279;2021;4;4;19
13541;16658;2021;4;4;20
12921;16275;2021;4;4;21
12081;15951;2021;4;4;22
11108;15861;2021;4;4;23
10349;15626;2021;4;5;0
10222;15466;2021;4;5;1
9587;15602;2021;4;5;2
9850;15672;2021;4;5;3
10167;15818;2021;4;5;4
10494;16023;2021;4;5;5
10544;16316;2021;4;5;6
11146;16690;2021;4;5;7
11864;17113;2021;4;5;8
12338;17515;2021;4;5;9
12249;17764;2021;4;5;10
